,pubmed_id,value,class,id_ontology
34,"10196379|a|The objective of this study was to provide more accurate frequency estimates of breast cancer susceptibility gene 1 (BRCA1) germline alterations in the ovarian cancer population. To achieve this, we determined the prevalence of BRCA1 alterations in a population-based series of consecutive ovarian cancer cases. This is the first population-based ovarian cancer study reporting BRCA1 alterations derived from a comprehensive screen of the entire coding region. One hundred and seven ovarian cancer cases were analyzed for BRCA1 alterations using the RNase mismatch cleavage assay followed by direct sequencing. Two truncating mutations, 962del4 and 3600del11, were identified. Both patients had a family history of breast or ovarian cancer. Several novel as well as previously reported uncharacterized variants were also identified, some of which were associated with a family history of cancer. The frequency distribution of common polymorphisms was determined in the 91 Caucasian cancer cases in this series and 24 sister controls using allele-specific amplification. The rare form of the Q356R polymorphism was significantly (P = 0. 03) associated with a family history of ovarian cancer, suggesting that this polymorphism may influence ovarian cancer risk. In summary, our data suggest a role for some uncharacterized variants and rare forms of polymorphisms in determining ovarian cancer risk, and highlight the necessity to screen for missense alterations as well as truncating mutations in this population. ",,,
35,10196379,ovarian cancer,Modifier,D010051
36,10196379,breast cancer,Modifier,D001943
37,10196379,ovarian cancer,Modifier,D010051
38,10196379,ovarian cancer,Modifier,D010051
39,10196379,ovarian cancer,Modifier,D010051
40,10196379,ovarian cancer,Modifier,D010051
41,10196379,breast or ovarian cancer,CompositeMention,D001943|D010051
42,10196379,cancer,DiseaseClass,D009369
43,10196379,cancer,Modifier,D009369
44,10196379,ovarian cancer,SpecificDisease,D010051
45,10196379,ovarian cancer,Modifier,D010051
46,10196379,ovarian cancer,Modifier,D010051
48,"10021369|t|Identification of APC2, a homologue of the adenomatous polyposis coli tumour suppressor.",,,
49,"10021369|a|The adenomatous polyposis coli (APC) tumour-suppressor protein controls the Wnt signalling pathway by forming a complex with glycogen synthase kinase 3beta (GSK-3beta), axin/conductin and betacatenin. Complex formation induces the rapid degradation of betacatenin. In colon carcinoma cells, loss of APC leads to the accumulation of betacatenin in the nucleus, where it binds to and activates the Tcf-4 transcription factor (reviewed in [1] [2]). Here, we report the identification and genomic structure of APC homologues. Mammalian APC2, which closely resembles APC in overall domain structure, was functionally analyzed and shown to contain two SAMP domains, both of which are required for binding to conductin. Like APC, APC2 regulates the formation of active betacatenin-Tcf complexes, as demonstrated using transient transcriptional activation assays in APC -/- colon carcinoma cells. Human APC2 maps to chromosome 19p13. 3. APC and APC2 may therefore have comparable functions in development and cancer.",,,
50,10021369,adenomatous polyposis coli tumour,Modifier,D011125
51,10021369,adenomatous polyposis coli (APC) tumour,Modifier,D011125
52,10021369,colon carcinoma,Modifier,D003110
53,10021369,colon carcinoma,Modifier,D003110
54,10021369,cancer,SpecificDisease,D009369
56,100562|t|Familial deficiency of the seventh component of complement associated with recurrent bacteremic infections due to Neisseria.,,,
57,"100562|a|The serum of a 29-year old woman with a recent episode of disseminated gonococcal infection and a history of meningococcal meningitis and arthritis as a child was found to lack serum hemolytic complement activity. The seventh component of complement (C7) was not detected by functional or immunochemical assays, whereas other components were normal by hemolytic and immunochemical assessment. Her fresh serum lacked complement-mediated bactericidal activity against Neisseria gonorrhoeae, but the addition of fresh normal serum or purified C7 restored bactericidal activity as well as hemolytic activity. The absence of functional C7 activity could not be accounted for on the basis of an inhibitor. Opsonization and generation of chemotactic activity functioned normally. Complete absence of C7 was also found in one sibling who had the clinical syndrome of meningococcal meningitis and arthritis  as a child and in this siblings clinically well eight-year-old son. HLA histocompatibility typing of the family members did not demonstrate evidence for genetic linkage of C7 deficiency with the major histocompatibility loci. This report represents the first cases of C7 deficiency associated with infectious complications and suggests that bactericidal activity may be important in host defense against bacteremic neisseria infections.",,,
58,100562,Familial deficiency of the seventh component of complement,SpecificDisease,OMIM:610102
59,100562,bacteremic infections due to Neisseria,DiseaseClass,D016870
60,100562,disseminated gonococcal infection,SpecificDisease,D004673
61,100562,meningococcal meningitis,SpecificDisease,D008585
62,100562,arthritis,DiseaseClass,D001168
63,100562,absence of functional C7,Modifier,OMIM:610102
64,100562,Complete absence of C7,SpecificDisease,OMIM:610102
65,100562,meningococcal meningitis,SpecificDisease,D008585
66,100562,arthritis,DiseaseClass,D001168
67,100562,C7 deficiency,SpecificDisease,OMIM:610102
68,100562,C7 deficiency,SpecificDisease,OMIM:610102
69,100562,bacteremic neisseria infections,SpecificDisease,D016870
71,10078749|t|GCH1 mutation in a patient with adult-onset oromandibular dystonia.,,,
72,10078749|a|The authors report a mutation in exon 5 of GCH1 in a patient with adult-onset oromandibular dystonia and no obvious family history of dystonia. The patient responded positively to treatment with L-dopa. These findings demonstrate that GCH1 mutations must be considered even in patients with dystonic symptoms not typical of dopa-responsive dystonia.,,,
73,10078749,oromandibular dystonia,SpecificDisease,D008538
74,10078749,oromandibular dystonia,SpecificDisease,D008538
75,10078749,dystonia,DiseaseClass,D004421
76,10078749,dystonic,Modifier,D004421
77,10078749,dopa-responsive dystonia,SpecificDisease,C538007
79,"10085150|t|The hereditary hemochromatosis protein, HFE, specifically regulates transferrin-mediated iron uptake in HeLa cells.",,,
80,"10085150|a|HFE is the protein product of the gene mutated in the autosomal recessive disease hereditary hemochromatosis (Feder, J. N., Gnirke, A., Thomas, W., Tsuchihashi, Z., Ruddy, D. A., Basava, A., Dormishian, F., Domingo, R. J., Ellis, M. C., Fullan, A., Hinton, L. M., Jones, N. L., Kimmel, B. E., Kronmal, G. S., Lauer, P., Lee, V. K., Loeb, D. B., Mapa, F. A., McClelland, E., Meyer, N. C., Mintier, G. A., Moeller, N., Moore, T., Morikang, E., Prasss, C. E ., Quintana, L., Starnes, S. M ., Schatzman, R. C ., Brunke, K. J ., Drayna, D. T., Risch, N. J ., Bacon, B. R ., and Wolff, R. R . (1996) Nat. Genet. 13, 399-408). At the cell surface, HFE complexes with transferrin receptor (TfR), increasing the dissociation constant of transferrin (Tf) for its receptor 10-fold (Gross, C. N ., Irrinki, A., Feder, J. N ., and Enns, C. A . (1998) J. Biol. Chem. 273, 22068-22074; Feder, J. N., Penny, D. M., Irrinki, A., Lee, V. K., Lebron, J. A., Watson, N., Tsuchihashi, Z., Sigal, E., Bjorkman, P. J., and Schatzman, R. C. (1998) Proc. Natl . Acad. Sci. U S A 95, 1472-1477). HFE does not remain at the cell surface, but traffics with TfR to Tf-positive internal compartments (Gross et al., 1998). Using a HeLa cell line in which the expression of HFE is controlled by tetracycline, we show that the expression of HFE reduces 55Fe uptake from Tf by 33% but does not affect the endocytic or exocytic rates of TfR cycling. Therefore, HFE appears to reduce cellular acquisition of iron from Tf within endocytic compartments. HFE specifically reduces iron uptake from Tf, as non-Tf-mediated iron uptake from Fe-nitrilotriacetic acid is not altered. These results explain the decreased ferritin levels seen in our HeLa cell system and demonstrate the specific control of HFE over the Tf-mediated pathway of iron uptake. These results also have implications for the understanding of cellular iron homeostasis in organs such as the liver, pancreas, heart, and spleen that are iron loaded in hereditary hemochromatotic individuals lacking functional HFE.",,,
81,10085150,hereditary hemochromatosis,Modifier,D006432
82,10085150,autosomal recessive disease,DiseaseClass,D030342
83,10085150,hereditary hemochromatosis,SpecificDisease,D006432
84,10085150,hereditary hemochromatotic,Modifier,D006432
86,10090880|t|Mutation and haplotype studies of familial Mediterranean fever reveal new ancestral relationships and evidence for a high carrier frequency with reduced penetrance in the Ashkenazi Jewish population.,,,
87,"10090880|a|Familial Mediterranean fever (FMF) is a recessive disorder characterized by episodes of fever with serositis or synovitis. The FMF gene (MEFV) was cloned recently, and four missense mutations were identified. Here we present data from non-Ashkenazi Jewish and Arab patients in whom we had not originally found mutations and from a new, more ethnically diverse panel. Among 90 symptomatic mutation-positive individuals, 11 mutations accounted for 79% of carrier chromosomes. Of the two mutations that are novel, one alters the same residue (680) as a previously known mutation, and the other (P369S) is located in exon 3. Consistent with another recent report, the E148Q mutation was observed in patients of several ethnicities and on multiple microsatellite haplotypes, but haplotype data indicate an ancestral relationships between non-Jewish Italian and Ashkenazi Jewish patients with FMF and other affected populations. Among approximately 200 anonymous Ashkenazi Jewish DNA samples, the MEFV carrier frequency was 21%, with E148Q the most common mutation. Several lines of evidence indicate reduced penetrance among Ashkenazi Jews, especially for E148Q, P369S, and K695R. Nevertheless, E148Q helps account for recessive inheritance in an Ashkenazi family previously reported as an unusual case of dominantly inherited FMF. The presence of three frequent MEFV mutations in multiple Mediterranean populations strongly suggests a heterozygote advantage in this geographic region.",,,
88,10090880,familial Mediterranean fever,SpecificDisease,D010505
89,10090880,Familial Mediterranean fever,SpecificDisease,D010505
90,10090880,FMF,SpecificDisease,D010505
91,10090880,recessive disorder,DiseaseClass,D030342
92,10090880,serositis,DiseaseClass,D012700
93,10090880,synovitis,DiseaseClass,D013585
94,10090880,FMF,Modifier,D010505
95,10090880,FMF,SpecificDisease,D010505
96,10090880,FMF,SpecificDisease,D010505
98,10090885|t|Autoimmune lymphoproliferative syndrome  with defective Fas: genotype influences penetrance.,,,
99,"10090885|a|Autoimmune lymphoproliferative syndrome (ALPS) is a disorder of lymphocyte homeostasis and immunological tolerance. Most patients have a heterozygous mutation in the APT1 gene, which encodes Fas (CD95, APO-1), mediator of an apoptotic pathway crucial to lymphocyte homeostasis. Of 17 unique APT1 mutations in unrelated ALPS probands, 12 (71%) occurred in exons 7-9, which encode the intracellular portion of Fas. In vitro, activated lymphocytes from all 17 patients showed apoptotic defects when exposed to an anti-Fas agonist monoclonal antibody. Similar defects were found in a Fas-negative cell line transfected with cDNAs bearing each of the mutations. In cotransfection experiments, Fas constructs with either intra- or extracellular mutations caused dominant inhibition of apoptosis mediated by wild-type Fas. Two missense Fas variants, not restricted to patients with ALPS, were identified. Variant A (-1) T at the Fas signal-sequence cleavage site, which mediates apoptosis less well than wild-type Fas and is partially inhibitory, was present in 13% of African American alleles. Among the ALPS-associated Fas mutants, dominant inhibition of apoptosis was much more pronounced in mutants affecting the intracellular, versus extracellular, portion of the Fas receptor. Mutations causing disruption of the intracellular Fas death domain also showed a higher penetrance of ALPS phenotype features in mutation-bearing relatives. Significant ALPS-related morbidity occurred in 44% of relatives with intracellular mutations, versus 0% of relatives with extracellular mutations. Thus, the location of mutations within APT1 strongly influences the development and the severity of ALPS.",,,
100,10090885,Autoimmune lymphoproliferative syndrome,SpecificDisease,D056735
101,10090885,Autoimmune lymphoproliferative syndrome,SpecificDisease,D056735
102,10090885,ALPS,SpecificDisease,D056735
103,10090885,disorder of lymphocyte homeostasis and immunological tolerance,CompositeMention,D008232|D007154
104,10090885,ALPS,Modifier,D056735
105,10090885,ALPS,SpecificDisease,D056735
106,10090885,ALPS,Modifier,D056735
107,10090885,ALPS,Modifier,D056735
108,10090885,ALPS,Modifier,D056735
109,10090885,ALPS,SpecificDisease,D056735
111,10190819|t|Mutational analysis and genotype-phenotype correlation of 29 unrelated Japanese patients with X-linked adrenoleukodystrophy.,,,
112,"10190819|a|BACKGROUND  X-linked adrenoleukodystrophy (ALD) is an inherited disease characterized by progressive neurologic dysfunction, occasionally associated with adrenal insufficiency. The classic form of ALD usually has onset in childhood (childhood cerebral ALD), with rapid neurologic deterioration leading to a vegetative state. Adult-onset cerebral ALD also presents with rapidly progressive neurologic dysfunction. Milder phenotypes such as adrenomyeloneuropathy and Addison disease only also have been recognized. Despite discovery of the causative gene, a molecular basis for the diverse clinical presentations remains to be elucidated. OBJECTIVES  To conduct mutational analyses in 29 Japanese patients with ALD from 29 unrelated families, to obtain knowledge of the spectrum of mutations in this gene, and to study genotype-phenotype correlations in Japanese patients. METHODS  The 29 patients comprised 13 patients with childhood cerebral ALD, 11 patients with adult-onset cerebral ALD, and 5 patients with adrenomyeloneuropathy. We conducted detailed mutational analyses of 29 unrelated Japanese patients with ALD by genomic Southern blot analysis and direct nucleotide sequence analysis of reverse transcriptase-polymerase chain reaction products derived from total RNA that was extracted from cultured skin fibroblasts, lymphoblastoid cells, or peripheral blood leukocytes. RESULTS  Three patients with adult-onset cerebral ALD were identified as having large genomic rearrangements. The remaining 26 patients were identified as having 21 independent mutations, including 12 novel mutations resulting in small nucleotide alterations in the ALD gene. Eighteen (69%) of 26 mutations were missense mutations. Most missense mutations involved amino acids conserved in homologous gene products, including PMP70, mALDRP, and Pxa1p. The AG dinucleotide deletion at position 1081-1082, which has been reported previously to be the most common mutation in white patients (12% -17%), was also identified as the most common mutation in Japanese patients (12%). All phenotypes were associated with mutations resulting in protein truncation or subtle amino acid changes. There were no differences in phenotypic expressions between missense mutations involving conserved amino acids and those involving nonconserved amino acids. CONCLUSIONS  There are no obvious correlations between the phenotypes of patients with ALD and their genotypes, suggesting that other genetic or environmental factors modify the phenotypic expressions of ALD.. ",,,
113,10190819,X-linked adrenoleukodystrophy,SpecificDisease,D000326
114,10190819,X-linked adrenoleukodystrophy,SpecificDisease,D000326
115,10190819,ALD,SpecificDisease,D000326
116,10190819,inherited disease,DiseaseClass,D030342
117,10190819,neurologic dysfunction,SpecificDisease,D009461
118,10190819,adrenal insufficiency,DiseaseClass,D000309
119,10190819,ALD,SpecificDisease,D000326
120,10190819,childhood cerebral ALD,SpecificDisease,D000326
121,10190819,neurologic deterioration,DiseaseClass,D009461
122,10190819,cerebral ALD,SpecificDisease,D000326
123,10190819,neurologic dysfunction,DiseaseClass,D009461
124,10190819,adrenomyeloneuropathy,SpecificDisease,D000326
125,10190819,Addison disease,SpecificDisease,D000224
126,10190819,ALD,SpecificDisease,D000326
127,10190819,childhood cerebral ALD,SpecificDisease,D000326
128,10190819,cerebral ALD,SpecificDisease,D000326
129,10190819,adrenomyeloneuropathy,SpecificDisease,D000326
130,10190819,ALD,SpecificDisease,D000326
131,10190819,cerebral ALD,SpecificDisease,D000326
132,10190819,ALD,Modifier,D000326
133,10190819,ALD,SpecificDisease,D000326
134,10190819,ALD,SpecificDisease,D000326
136,6859721|t|Absence of the seventh component of complement in a patient with chronic meningococcemia presenting as vasculitis.,,,
137,"6859721|a|A previously healthy 40-year-old man presenting with fever, arthritis, and cutaneous vasculitis was found to have chronic meningococcemia. Evaluation of his complement system showed an absence of functional and antigenic C7, compatible with a complete deficiency of the seventh component of complement. Study of the patients family spanning four generations showed heterozygous deficiency of C7 in five members. Chronic neisserial infection can be associated with C7 deficiency and must be distinguished from other causes of cutaneous vasculitis.. ",,,
138,6859721,Absence of the seventh component of complement,SpecificDisease,OMIM:610102
139,6859721,chronic meningococcemia,SpecificDisease,D008589
140,6859721,vasculitis,SpecificDisease,D014657
141,6859721,fever,SpecificDisease,D005334
142,6859721,arthritis,SpecificDisease,D001168
143,6859721,cutaneous vasculitis,SpecificDisease,D018366
144,6859721,chronic meningococcemia,SpecificDisease,D008589
145,6859721,deficiency of the seventh component of complement,SpecificDisease,OMIM:610102
146,6859721,deficiency of C7,SpecificDisease,OMIM:610102
147,6859721,Chronic neisserial infection,SpecificDisease,D016870
148,6859721,C7 deficiency,SpecificDisease,OMIM:610102
149,6859721,cutaneous vasculitis,SpecificDisease,D018366
151,10071185|t|Genotype and phenotype in patients with dihydropyrimidine dehydrogenase deficiency.,,,
152,"10071185|a|Dihydropyrimidine dehydrogenase (DPD) deficiency is an autosomal recessive disease characterised by thymine-uraciluria in homozygous deficient patients and has been associated with a variable clinical phenotype. In order to understand the genetic and phenotypic basis for DPD deficiency, we have reviewed 17 families presenting 22 patients with complete deficiency of DPD. In this group of patients, 7 different mutations have been identified, including 2 deletions [295-298delTCAT, 1897delC], 1 splice-site mutation [IVS14 + 1G > A)] and 4 missense mutations (85T > C, 703C > T, 2658G > A, 2983G > T). Analysis of the prevalence of the various mutations among DPD patients has shown that the G-- > A point mutation in the invariant splice donor site is by far the most common (52%), whereas the other six mutations are less frequently observed. A large phenotypic variability has been observed, with convulsive disorders, motor retardation and mental retardation being the most abundant manifestations. A clear correlation between the genotype and phenotype has not been established. An altered beta-alanine, uracil and thymine homeostasis might underlie the various clinical abnormalities encountered in patients with DPD deficiency.",,,
153,10071185,dihydropyrimidine dehydrogenase deficiency,SpecificDisease,D054067
154,10071185,Dihydropyrimidine dehydrogenase (DPD) deficiency,SpecificDisease,D054067
155,10071185,autosomal recessive disease,DiseaseClass,D030342
156,10071185,DPD deficiency,SpecificDisease,D054067
157,10071185,deficiency of DPD,SpecificDisease,D054067
158,10071185,DPD,Modifier,D054067
159,10071185,convulsive disorders,DiseaseClass,D004829
160,10071185,motor retardation,DiseaseClass,D019957
161,10071185,mental retardation,DiseaseClass,D008607
162,10071185,clinical abnormalities,DiseaseClass,D013568
163,10071185,DPD deficiency,SpecificDisease,D054067
165,1323345|t|Molecular characterization of glucose-6-phosphate dehydrogenase (G6PD) deficiency by natural and amplification created restriction sites: five mutations account for most G6PD deficiency cases in Taiwan.,,,
166,"1323345|a|We have developed a rapid and simple method to diagnose the molecular defects of glucose-6-phosphate dehydrogenase (G6PD) deficiency in Chinese in Taiwan. This method involves the selective amplification of a DNA fragment from human G6PD gene with specific oligonucleotide primers followed by digestion with restriction enzymes that recognize artificially created or naturally occurring restriction sites. Ninety-four Chinese males with G6PD deficiency were studied. The results show that 50% (47 of 94) were G to T mutation at nucleotide (nt) 1376, 21. 3% (20 of 94) were G to A mutation at nt 1388, 7. 4% (7 of 94) were A to G mutation at nt 493, 7. 4% (7 of 94) were A to G mutation at nt 95, 4. 2% (4 of 94) were C to T mutation at nt 1024, 1. 1% (1 of 94) was G to T mutation at nt 392, and 1. 1% (1 of 94) was G to A mutation at nt 487. These results show that the former five mutations account for more than 90% of G6PD deficiency cases in Taiwan. Aside from showing that G to T change at nt 1376 is the most common mutation, our research indicates that nt 493 mutation is a frequent mutation among Chinese in Taiwan. We compared G6PD activity among different mutations, without discovering significant differences between them.",,,
167,1323345,glucose-6-phosphate dehydrogenase (G6PD) deficiency,SpecificDisease,D005955
168,1323345,G6PD deficiency,SpecificDisease,D005955
169,1323345,glucose-6-phosphate dehydrogenase (G6PD) deficiency,SpecificDisease,D005955
170,1323345,G6PD deficiency,SpecificDisease,D005955
171,1323345,G6PD deficiency,SpecificDisease,D005955
173,2828430|t|Homozygous hypobetalipoproteinemia: a disease distinct from abetalipoproproteinemia at the molecular level.,,,
174,"2828430|a|apoB DNA, RNA, and protein from two patients with homozygous hypobetalipoproteinemia (HBL) were evaluated and compared with normal individuals. Southern blot analysis with 10 different cDNA probes revealed a normal gene without major insertions, deletions, or rearrangements. Northern and slot blot analyses of total liver mRNA from HBL patients documented a normal size apoB mRNA that was present in greatly reduced quantities. ApoB protein was detected within HBL hepatocytes utilizing immunohistochemical techniques; however, it was markedly reduced in quantity when compared with control samples. No apoB was detectable in the plasma of HBL individuals with an ELISA assay. These data are most consistent with a mutation in the coding portion of the apoB gene in HBL patients, leading to an abnormal apoB protein and apoB mRNA instability. These results are distinct from those previously noted in abetalipoproteinemia, which was characterized by an elevated level of hepatic apoB mRNA and accumulation of intracellular hepatic apoB protein.. ",,,
175,2828430,Homozygous hypobetalipoproteinemia,SpecificDisease,D006995
176,2828430,abetalipoproproteinemia,SpecificDisease,D000012
177,2828430,homozygous hypobetalipoproteinemia,SpecificDisease,D006995
178,2828430,HBL,SpecificDisease,D006995
179,2828430,HBL,Modifier,D006995
180,2828430,HBL,Modifier,D006995
181,2828430,HBL,Modifier,D006995
182,2828430,HBL,Modifier,D006995
183,2828430,abetalipoproteinemia,SpecificDisease,D000012
185,10471457|t|A population-based study of the clinical expression of the hemochromatosis gene.,,,
186,"10471457|a|BACKGROUND AND METHODS  Hereditary hemochromatosis is associated with homozygosity for the C282Y mutation in the hemochromatosis (HFE) gene on chromosome 6, elevated serum transferrin saturation, and excess iron deposits throughout the body. To assess the prevalence and clinical expression of the HFE gene, we conducted a population-based study in Busselton, Australia. In 1994, we obtained blood samples for the determination of serum transferrin saturation and ferritin levels and the presence or absence of the C282Y mutation and the H63D mutation (which may contribute to increased hepatic iron levels) in 3011 unrelated white adults. We evaluated all subjects who had persistently elevated transferrin-saturation values (45 percent or higher) or were homozygous for the C282Y mutation. We recommended liver biopsy for subjects with serum ferritin levels of 300 ng per milliliter or higher. The subjects were followed for up to four years. RESULTS  Sixteen of the subjects (0. 5 percent) were homozygous for the C282Y mutation, and 424 (14. 1 percent) were heterozygous. The serum transferrin saturation was 45 percent or higher in 15 of the 16 who were homozygous; in 1 subject it was 43 percent. Four of the homozygous subjects had previously been given a diagnosis of hemochromatosis, and 12 had not. Seven of these 12 patients had elevated serum ferritin levels in 1994; 6 of the 7 had further increases in 1998, and 1 had a decrease, although the value remained elevated. The serum ferritin levels in the four other homozygous patients remained in the normal range. Eleven of the 16 homozygous subjects underwent liver biopsy; 3 had hepatic fibrosis, and 1, who had a history of excessive alcohol consumption, had cirrhosis and mild microvesicular steatosis. Eight of the 16 homozygous subjects had clinical findings that were consistent with the presence of hereditary hemochromatosis, such as hepatomegaly, skin pigmentation, and arthritis. CONCLUSIONS  In a population of white adults of northern European ancestry, 0. 5 percent were homozygous for the C282Y mutation in the HFE gene. However, only half of those who were homozygous had clinical features of hemochromatosis, and one quarter had serum ferritin levels that remained normal over a four-year period.",,,
187,10471457,hemochromatosis,Modifier,D006432
188,10471457,Hereditary hemochromatosis,SpecificDisease,D006432
189,10471457,hemochromatosis,Modifier,D006432
190,10471457,excess iron deposits,DiseaseClass,D019190
191,10471457,hemochromatosis,SpecificDisease,D006432
192,10471457,hepatic fibrosis,DiseaseClass,D008103
193,10471457,excessive alcohol consumption,SpecificDisease,D000435
194,10471457,cirrhosis,DiseaseClass,D008103
195,10471457,microvesicular steatosis,SpecificDisease,D005234
196,10471457,hereditary hemochromatosis,SpecificDisease,D006432
197,10471457,hepatomegaly,DiseaseClass,D006529
198,10471457,skin pigmentation,DiseaseClass,D010859
199,10471457,arthritis,DiseaseClass,D001168
200,10471457,hemochromatosis,SpecificDisease,D006432
202,7574457|t|Overexpression of DM20 messenger RNA in two brothers with Pelizaeus-Merzbacher disease.,,,
203,"7574457|a|Pelizaeus-Merzbacher disease is a rare, sex-linked recessive, dysmyelinating disease of the central nervous system that has been associated with mutations in the myelin proteolipid protein (PLP) gene. Only 25% of patients studied with Pelizaeus-Merzbacher disease have exonic mutations in this gene, the underlying cause of the disease in the remaining patients is unknown. The PLP gene encodes two major alternatively spliced transcripts called PLP and DM20. PLP messenger RNA is specifically expressed in central nervous system tissue, whereas DM20 messenger RNA is found in central nervous system, cardiac, and other tissues. We studied cultured skin fibroblasts from 2 brothers with Pelizaeus-Merzbacher disease who exhibited no detectable exonic mutation of the PLP gene. Examination of RNA from these cells showed that the level of DM20 messenger RNA is elevated sixfold relative to male control skin fibroblasts. An unrelated female carrier, also with no detectable exonic mutation, showed a threefold increase in DM20 messenger RNA in cultured skin fibroblasts. Our findings suggest that in some patients, Pelizaeus-Merzbacher disease is caused by overexpression of PLP gene transcripts, and that in these families a 50% increase of DM20 messenger RNA in females, relative to the increase in affected males, can identify a female carrier.. ",,,
204,7574457,Pelizaeus-Merzbacher disease,SpecificDisease,OMIM:312080
205,7574457,Pelizaeus-Merzbacher disease,SpecificDisease,OMIM:312080
206,7574457,"rare, sex-linked recessive, dysmyelinating disease of the central nervous system",DiseaseClass,D020279+D035583
207,7574457,Pelizaeus-Merzbacher disease,SpecificDisease,OMIM:312080
208,7574457,Pelizaeus-Merzbacher disease,SpecificDisease,OMIM:312080
209,7574457,Pelizaeus-Merzbacher disease,SpecificDisease,OMIM:312080
211,10466420|t|Homozygosity for a novel DTDST mutation in a child with a 'broad bone-platyspondylic' variant of diastrophic dysplasia.,,,
212,"10466420|a|Atypical or variant forms of well-known chondrodysplasias may pose diagnostic problems. We report on a girl with clinical features suggesting diastrophic dysplasia but with unusual radiographic features including severe platyspondyly, wide metaphyses, and fibular overgrowth, which are partially reminiscent of metatropic dysplasia. The diagnosis was clarified by molecular analysis of the DTDST gene, which revealed homozygosity for a previously undescribed mutation leading to a Q454P substitution in the 10th transmembrane domain of the DTDST sulfate transporter. Molecular analysis may be of particular value in such atypical cases.. ",,,
213,10466420,diastrophic dysplasia,SpecificDisease,C536170
214,10466420,chondrodysplasias,DiseaseClass,D010009
215,10466420,diastrophic dysplasia,SpecificDisease,C536170
216,10466420,platyspondyly,DiseaseClass,D013122
217,10466420,metatropic dysplasia,SpecificDisease,C537356
