id,pubmed_id,value,class,id_ontology,adenomatous,ald,apc,breast,cancer,deficiency,disease,disorder,dm,dmd,dystrophy,familial,g6pd,linked,muscular,myotonic,ovarian,pws,recessive,syndrome
53,100562,bacteremic neisseria infections,SpecificDisease,D016870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,10078749,oromandibular dystonia,SpecificDisease,D008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,10078749,oromandibular dystonia,SpecificDisease,D008538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,10078749,dystonia,DiseaseClass,D004421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,10078749,dystonic,Modifier,D004421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,10078749,dopa-responsive dystonia,SpecificDisease,C538007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,10085150,hereditary hemochromatosis,Modifier,D006432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,10085150,autosomal recessive disease,DiseaseClass,D030342,0,0,0,0,0,0,1.22065,0,0,0,0,0,0,0,0,0,0,0,1.05049,0
61,10085150,hereditary hemochromatosis,SpecificDisease,D006432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,10085150,hereditary hemochromatotic,Modifier,D006432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,10090880,familial Mediterranean fever,SpecificDisease,D010505,0,0,0,0,0,0,0,0,0,0,0,1.05637,0,0,0,0,0,0,0,0
64,10090880,Familial Mediterranean fever,SpecificDisease,D010505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,10090880,FMF,SpecificDisease,D010505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,10090880,recessive disorder,DiseaseClass,D030342,0,0,0,0,0,0,0,1.06325,0,0,0,0,0,0,0,0,0,0,1.05049,0
67,10090880,serositis,DiseaseClass,D012700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,10090880,synovitis,DiseaseClass,D013585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,10090880,FMF,Modifier,D010505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,10090880,FMF,SpecificDisease,D010505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,10090880,FMF,SpecificDisease,D010505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,10090885,Autoimmune lymphoproliferative syndrome,SpecificDisease,D056735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2395
73,10090885,Autoimmune lymphoproliferative syndrome,SpecificDisease,D056735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2395
74,10090885,ALPS,SpecificDisease,D056735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,10090885,ALPS,Modifier,D056735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,10090885,ALPS,SpecificDisease,D056735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,10090885,ALPS,Modifier,D056735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,10090885,ALPS,Modifier,D056735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,10090885,ALPS,Modifier,D056735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,10090885,ALPS,SpecificDisease,D056735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,10190819,X-linked adrenoleukodystrophy,SpecificDisease,D000326,0,0,0,0,0,0,0,0,0,0,1.12593,0,0,1.07161,0,0,0,0,0,0
82,10190819,X-linked adrenoleukodystrophy,SpecificDisease,D000326,0,0,0,0,0,0,0,0,0,0,1.12593,0,0,1.07161,0,0,0,0,0,0
83,10190819,ALD,SpecificDisease,D000326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,10190819,inherited disease,DiseaseClass,D030342,0,0,0,0,0,0,1.22065,0,0,0,0,0,0,0,0,0,0,0,0,0
85,10190819,neurologic dysfunction,SpecificDisease,D009461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,10190819,adrenal insufficiency,DiseaseClass,D000309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,10190819,ALD,SpecificDisease,D000326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,10190819,childhood cerebral ALD,SpecificDisease,D000326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,10190819,neurologic deterioration,DiseaseClass,D009461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,10190819,cerebral ALD,SpecificDisease,D000326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,10190819,neurologic dysfunction,DiseaseClass,D009461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,10190819,adrenomyeloneuropathy,SpecificDisease,D000326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,10190819,Addison disease,SpecificDisease,D000224,0,0,0,0,0,0,1.22065,0,0,0,0,0,0,0,0,0,0,0,0,0
94,10190819,ALD,SpecificDisease,D000326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,10190819,childhood cerebral ALD,SpecificDisease,D000326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,10190819,cerebral ALD,SpecificDisease,D000326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,10190819,adrenomyeloneuropathy,SpecificDisease,D000326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,10190819,ALD,SpecificDisease,D000326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,10190819,cerebral ALD,SpecificDisease,D000326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,10190819,ALD,Modifier,D000326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,10190819,ALD,SpecificDisease,D000326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,10190819,ALD,SpecificDisease,D000326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,6859721,Absence of the seventh component of complement,SpecificDisease,OMIM:610102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,6859721,chronic meningococcemia,SpecificDisease,D008589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,6859721,vasculitis,SpecificDisease,D014657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,6859721,fever,SpecificDisease,D005334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,6859721,arthritis,SpecificDisease,D001168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,6859721,cutaneous vasculitis,SpecificDisease,D018366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,6859721,chronic meningococcemia,SpecificDisease,D008589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,6859721,deficiency of the seventh component of complement,SpecificDisease,OMIM:610102,0,0,0,0,0,1.29816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,6859721,deficiency of C7,SpecificDisease,OMIM:610102,0,0,0,0,0,1.29816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,6859721,Chronic neisserial infection,SpecificDisease,D016870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,6859721,C7 deficiency,SpecificDisease,OMIM:610102,0,0,0,0,0,1.29816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,6859721,cutaneous vasculitis,SpecificDisease,D018366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,10071185,dihydropyrimidine dehydrogenase deficiency,SpecificDisease,D054067,0,0,0,0,0,1.29816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,10071185,Dihydropyrimidine dehydrogenase (DPD) deficiency,SpecificDisease,D054067,0,0,0,0,0,1.29816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,10071185,autosomal recessive disease,DiseaseClass,D030342,0,0,0,0,0,0,1.22065,0,0,0,0,0,0,0,0,0,0,0,1.05049,0
118,10071185,DPD deficiency,SpecificDisease,D054067,0,0,0,0,0,1.29816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,10071185,deficiency of DPD,SpecificDisease,D054067,0,0,0,0,0,1.29816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,10071185,DPD,Modifier,D054067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,10071185,convulsive disorders,DiseaseClass,D004829,0,0,0,0,0,0,0,1.06325,0,0,0,0,0,0,0,0,0,0,0,0
122,10071185,motor retardation,DiseaseClass,D019957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,10071185,mental retardation,DiseaseClass,D008607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,10071185,clinical abnormalities,DiseaseClass,D013568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,10071185,DPD deficiency,SpecificDisease,D054067,0,0,0,0,0,1.29816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,1323345,glucose-6-phosphate dehydrogenase (G6PD) deficiency,SpecificDisease,D005955,0,0,0,0,0,1.29816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,1323345,G6PD deficiency,SpecificDisease,D005955,0,0,0,0,0,1.29816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1323345,glucose-6-phosphate dehydrogenase (G6PD) deficiency,SpecificDisease,D005955,0,0,0,0,0,1.29816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,1323345,G6PD deficiency,SpecificDisease,D005955,0,0,0,0,0,1.29816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,1323345,G6PD deficiency,SpecificDisease,D005955,0,0,0,0,0,1.29816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,2828430,Homozygous hypobetalipoproteinemia,SpecificDisease,D006995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,2828430,abetalipoproproteinemia,SpecificDisease,D000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,2828430,homozygous hypobetalipoproteinemia,SpecificDisease,D006995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,2828430,HBL,SpecificDisease,D006995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,2828430,HBL,Modifier,D006995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,2828430,HBL,Modifier,D006995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,2828430,HBL,Modifier,D006995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,2828430,HBL,Modifier,D006995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,2828430,abetalipoproteinemia,SpecificDisease,D000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,10471457,hemochromatosis,Modifier,D006432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,10471457,Hereditary hemochromatosis,SpecificDisease,D006432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,10471457,hemochromatosis,Modifier,D006432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,10471457,excess iron deposits,DiseaseClass,D019190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,10471457,hemochromatosis,SpecificDisease,D006432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,10471457,hepatic fibrosis,DiseaseClass,D008103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,10471457,excessive alcohol consumption,SpecificDisease,D000435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,10471457,cirrhosis,DiseaseClass,D008103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,10471457,microvesicular steatosis,SpecificDisease,D005234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,10471457,hereditary hemochromatosis,SpecificDisease,D006432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,10471457,hepatomegaly,DiseaseClass,D006529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,10471457,skin pigmentation,DiseaseClass,D010859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,10471457,arthritis,DiseaseClass,D001168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,10471457,hemochromatosis,SpecificDisease,D006432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,7574457,Pelizaeus-Merzbacher disease,SpecificDisease,OMIM:312080,0,0,0,0,0,0,1.22065,0,0,0,0,0,0,0,0,0,0,0,0,0
155,7574457,Pelizaeus-Merzbacher disease,SpecificDisease,OMIM:312080,0,0,0,0,0,0,1.22065,0,0,0,0,0,0,0,0,0,0,0,0,0
156,7574457,"rare, sex-linked recessive, dysmyelinating disease of the central nervous system",DiseaseClass,D020279+D035583,0,0,0,0,0,0,1.22065,0,0,0,0,0,0,1.07161,0,0,0,0,1.05049,0
157,7574457,Pelizaeus-Merzbacher disease,SpecificDisease,OMIM:312080,0,0,0,0,0,0,1.22065,0,0,0,0,0,0,0,0,0,0,0,0,0
158,7574457,Pelizaeus-Merzbacher disease,SpecificDisease,OMIM:312080,0,0,0,0,0,0,1.22065,0,0,0,0,0,0,0,0,0,0,0,0,0
159,7574457,Pelizaeus-Merzbacher disease,SpecificDisease,OMIM:312080,0,0,0,0,0,0,1.22065,0,0,0,0,0,0,0,0,0,0,0,0,0
160,10466420,diastrophic dysplasia,SpecificDisease,C536170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,10466420,chondrodysplasias,DiseaseClass,D010009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,10466420,diastrophic dysplasia,SpecificDisease,C536170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,10466420,platyspondyly,DiseaseClass,D013122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,10466420,metatropic dysplasia,SpecificDisease,C537356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,1676565,Pelizaeus-Merzbacher disease,SpecificDisease,OMIM:312080,0,0,0,0,0,0,1.22065,0,0,0,0,0,0,0,0,0,0,0,0,0
166,1676565,X-linked Pelizaeus-Merzbacher disease,SpecificDisease,OMIM:312080,0,0,0,0,0,0,1.22065,0,0,0,0,0,0,1.07161,0,0,0,0,0,0
167,1676565,PMD,SpecificDisease,OMIM:312080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,1676565,PMD,SpecificDisease,OMIM:312080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,1776638,Gardner syndrome,SpecificDisease,D005736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2395
170,1776638,Gardner syndrome,SpecificDisease,D005736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2395
171,1776638,GS,SpecificDisease,D005736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,1776638,mental retardation,DiseaseClass,D008607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,1776638,craniofacial abnormalities,DiseaseClass,D019465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,1776638,adenomatous polyposis coli,SpecificDisease,D011125,1.04194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,1776638,GS,SpecificDisease,D005736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,1776638,familial polyposis coli,SpecificDisease,D011125,0,0,0,0,0,0,0,0,0,0,0,1.05637,0,0,0,0,0,0,0,0
177,1776638,FPC,SpecificDisease,D011125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,1577763,Type I human complement C2 deficiency,SpecificDisease,OMIM:217000,0,0,0,0,0,1.29816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,1577763,deficiency of complement protein C2,SpecificDisease,OMIM:217000,0,0,0,0,0,1.29816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,1577763,Type I C2 deficiency,SpecificDisease,OMIM:217000,0,0,0,0,0,1.29816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,1577763,C2-deficient,Modifier,OMIM:217000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,1577763,type I C2 deficiency,SpecificDisease,OMIM:217000,0,0,0,0,0,1.29816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,1577763,type I C2-deficient,Modifier,OMIM:217000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,1577763,type II C2-deficient,Modifier,OMIM:217000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,1577763,type I human complement C2 deficiency,SpecificDisease,OMIM:217000,0,0,0,0,0,1.29816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,1577763,C2-deficient,Modifier,OMIM:217000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,1577763,type II C2 deficiency,SpecificDisease,OMIM:217000,0,0,0,0,0,1.29816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,1577763,genetic defect,DiseaseClass,D030342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,10767339,FMR1 deficiency,SpecificDisease,OMIM:300624,0,0,0,0,0,1.29816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,10767339,Fragile X syndrome,SpecificDisease,D005600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2395
191,10767339,mental retardation,DiseaseClass,D008607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,10767339,macroorchidism,SpecificDisease,D005600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,10767339,fragile X syndrome,SpecificDisease,D005600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2395
194,10767339,fragile X,Modifier,D005600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,10767339,anxiety,Modifier,D001008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,10767339,fragile X syndrome,SpecificDisease,D005600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2395
197,10208848,Fabry disease,SpecificDisease,D000795,0,0,0,0,0,0,1.22065,0,0,0,0,0,0,0,0,0,0,0,0,0
198,10208848,Fabry disease,SpecificDisease,D000795,0,0,0,0,0,0,1.22065,0,0,0,0,0,0,0,0,0,0,0,0,0
199,10208848,FD,SpecificDisease,D000795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,10208848,angiokeratoma corporis diffusum,SpecificDisease,D000795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,10208848,X-linked inborn error of glycosphingolipid metabolism,DiseaseClass,D008052,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07161,0,0,0,0,0,0
